School Name,Primary Division,Sport Division,Subdivision,Membership Status,Primary Conference,Sport Conference,HBCU/Non-HBCU,Public/Private,Carnegie Classification,City/State ,Primary URL,Secondary URL
Concordia University Wisconsin,Division III,Division III,Non-DI,Active Member,Northern Athletics Collegiate Conference,Northern Athletics Collegiate Conference,Non-HBCU,Private,Research Universities,"Mequon, WI",www.cuw.edu,www.cuwfalcons.com
Lakeland University,Division III,Division III,Non-DI,Active Member,Northern Athletics Collegiate Conference,Northern Athletics Collegiate Conference,Non-HBCU,Private,Master's Colleges & Universities,"Plymouth, WI",lakelandmuskies.com/,www.lakeland.edu/
Saint Mary's University of Minnesota,Division III,Division III,Non-DI,Active Member,Minnesota Intercollegiate Athletic Conference,Minnesota Intercollegiate Athletic Conference,Non-HBCU,Private,Master's Colleges & Universities,"Winona, MN",www.saintmaryssports.com,www.smumn.edu
University of Wisconsin-La Crosse,Division III,Division III,Non-DI,Active Member,Wisconsin Intercollegiate Athletic Conference,Wisconsin Intercollegiate Athletic Conference,Non-HBCU,Public,Master's Colleges & Universities,"La Crosse, WI",www.uwlathletics.com,www.uwlax.edu
Eureka College,Division III,Division III,Non-DI,Active Member,St. Louis Intercollegiate Athletic Conference,St. Louis Intercollegiate Athletic Conference,Non-HBCU,Private,Baccalaureate Colleges,"Eureka, IL",www.eureka.edu,www.eurekareddevils.com
Purdue University Northwest,Division II,Division II,Non-DI,Active Member,Great Lakes Intercollegiate Athletic Conference,Great Lakes Intercollegiate Athletic Conference,Non-HBCU,Public,Master's Colleges & Universities,"Hammond, IN",www.pnw.edu/,www.pnwathletics.com/
Chicago State University,Division I,Division I,DI Subdivision,Active Member,Western Athletic Conference,Western Athletic Conference,Non-HBCU,Public,Master's Colleges & Universities,"Chicago, IL",www.csu.edu,www.gocsucougars.com
North Park University,Division III,Division III,Non-DI,Active Member,College Conference of Illinois & Wisconsin,College Conference of Illinois & Wisconsin,Non-HBCU,Private,Master's Colleges & Universities,"Chicago, IL",www.northpark.edu/,www.northpark.edu/athletics/
North Central College,Division III,Division III,Non-DI,Active Member,College Conference of Illinois & Wisconsin,College Conference of Illinois & Wisconsin,Non-HBCU,Private,Master's Colleges & Universities,"Naperville, IL",northcentralcardinals.com,www.noctrl.edu/
Aurora University,Division III,Division III,Non-DI,Active Member,Northern Athletics Collegiate Conference,Northern Athletics Collegiate Conference,Non-HBCU,Private,Research Universities,"Aurora, IL",athletics.aurora.edu,www.aurora.edu
Rockford University,Division III,Division III,Non-DI,Active Member,Northern Athletics Collegiate Conference,Northern Athletics Collegiate Conference,Non-HBCU,Private,Master's Colleges & Universities,"Rockford, IL",www.goregents.com,www.rockford.edu
Eastern Illinois University,Division I,Division I,DI FCS,Active Member,Ohio Valley Conference,Ohio Valley Conference,Non-HBCU,Public,Master's Colleges & Universities,"Charleston, IL",www.eiu.edu,www.eiupanthers.com
University of Illinois Urbana-Champaign,Division I,Division I,DI FBS,Active Member,Big Ten Conference,Big Ten Conference,Non-HBCU,Public,Research Universities,"Champaign, IL",www.fightingillini.com,www.illinois.edu
Millikin University,Division III,Division III,Non-DI,Active Member,College Conference of Illinois & Wisconsin,College Conference of Illinois & Wisconsin,Non-HBCU,Private,Baccalaureate Colleges,"Decatur, IL",athletics.millikin.edu,www.millikin.edu/
Southern Illinois University at Carbondale,Division I,Division I,DI FCS,Active Member,Missouri Valley Conference,Missouri Valley Conference,Non-HBCU,Public,Research Universities,"Carbondale, IL",www.siuc.edu/,www.siusalukis.com/
McKendree University,Division II,Division II,Non-DI,Active Member,Great Lakes Valley Conference,Great Lakes Valley Conference,Non-HBCU,Private,Master's Colleges & Universities,"Lebanon, IL",www.mckbearcats.com,www.mckendree.edu
Southern Illinois University Edwardsville,Division I,Division I,DI Subdivision,Active Member,Ohio Valley Conference,Ohio Valley Conference,Non-HBCU,Public,Research Universities,"Edwardsville, IL",www.siue.edu,www.siuecougars.com
Principia College,Division III,Division III,Non-DI,Active Member,St. Louis Intercollegiate Athletic Conference,St. Louis Intercollegiate Athletic Conference,Non-HBCU,Private,Baccalaureate Colleges,"Elsah, IL",www.principiaathletics.com,www.principiacollege.edu
Blackburn College,Division III,Division III,Non-DI,Active Member,St. Louis Intercollegiate Athletic Conference,St. Louis Intercollegiate Athletic Conference,Non-HBCU,Private,Baccalaureate Colleges,"Carlinville, IL",blackburnbeavers.com,www.blackburn.edu
MacMurray College,Division III,Division III,Non-DI,Active Member,St. Louis Intercollegiate Athletic Conference,St. Louis Intercollegiate Athletic Conference,Non-HBCU,Private,Baccalaureate Colleges,"Jacksonville, IL",www.mac.edu/,www.mac.edu/athletics
Illinois College,Division III,Division III,Non-DI,Active Member,Midwest Conference,Midwest Conference,Non-HBCU,Private,Baccalaureate Colleges,"Jacksonville, IL",www.ic.edu,www.illinoiscollegeathletics.com/
Monmouth College (Illinois),Division III,Division III,Non-DI,Active Member,Midwest Conference,Midwest Conference,Non-HBCU,Private,Baccalaureate Colleges,"Monmouth, IL",www.monm.edu/,www.monm.edu/sportsinfo
Knox College,Division III,Division III,Non-DI,Active Member,Midwest Conference,Midwest Conference,Non-HBCU,Private,Baccalaureate Colleges,"Galesburg, IL",prairiefire.knox.edu,www.knox.edu
Augustana College (Illinois),Division III,Division III,Non-DI,Active Member,College Conference of Illinois & Wisconsin,College Conference of Illinois & Wisconsin,Non-HBCU,Private,Baccalaureate Colleges,"Rock Island, IL",www.athletics.augustana.edu/,www.augustana.edu
University of Dubuque,Division III,Division III,Non-DI,Active Member,American Rivers Conference,American Rivers Conference,Non-HBCU,Private,Master's Colleges & Universities,"Dubuque, IA",www.dbq.edu,www.dbq.edu/Athletics/
Upper Iowa University,Division II,Division II,Non-DI,Active Member,Northern Sun Intercollegiate Conference,Northern Sun Intercollegiate Conference,Non-HBCU,Private,Master's Colleges & Universities,"Fayette, IA",www.uiu.edu/,www.upperiowaathletics.com
Wartburg College,Division III,Division III,Non-DI,Active Member,American Rivers Conference,American Rivers Conference,Non-HBCU,Private,Baccalaureate Colleges,"Waverly, IA",www.go-knights.net,www.wartburg.edu
Greenville University,Division III,Division III,Non-DI,Active Member,St. Louis Intercollegiate Athletic Conference,St. Louis Intercollegiate Athletic Conference,Non-HBCU,Private,Master's Colleges & Universities,"Greenville, IL",www.greenville.edu,www.greenville.edu/athletics
"Indiana University, Bloomington",Division I,Division I,DI FBS,Active Member,Big Ten Conference,Big Ten Conference,Non-HBCU,Public,Research Universities,"Bloomington, IN",iuhoosiers.com/,www.iub.edu/
Hanover College,Division III,Division III,Non-DI,Active Member,Heartland Collegiate Athletic Conference,Heartland Collegiate Athletic Conference,Non-HBCU,Private,Baccalaureate Colleges,"Hanover, IN",www.hanover.edu,www.hanover.edu/sports/
University of Evansville,Division I,Division I,DI Subdivision,Active Member,Missouri Valley Conference,Missouri Valley Conference,Non-HBCU,Private,Master's Colleges & Universities,"Evansville, IN",www.evansville.edu,www.gopurpleaces.com
University of Southern Indiana,Division II,Division II,Non-DI,Active Member,Great Lakes Valley Conference,Great Lakes Valley Conference,Non-HBCU,Public,Master's Colleges & Universities,"Evansville, IN",www.gousieagles.com/,www.usi.edu/
Butler University,Division I,Division I,DI FCS,Active Member,Big East Conference,Big East Conference,Non-HBCU,Private,Master's Colleges & Universities,"Indianapolis, IN",www.butler.edu,www.butlersports.com
Northern Illinois University,Division I,Division I,DI FBS,Active Member,Mid-American Conference,Mid-American Conference,Non-HBCU,Public,Research Universities,"De Kalb, IL",www.niu.edu,www.niuhuskies.com
Saginaw Valley State University,Division II,Division II,Non-DI,Active Member,Great Lakes Intercollegiate Athletic Conference,Great Lakes Intercollegiate Athletic Conference,Non-HBCU,Public,Master's Colleges & Universities,"University Center, MI",www.svsu.edu,www.svsucardinals.com
Central Michigan University,Division I,Division I,DI FBS,Active Member,Mid-American Conference,Mid-American Conference,Non-HBCU,Public,Research Universities,"Mount Pleasant, MI",www.cmich.edu,www.cmuchippewas.com
Alma College,Division III,Division III,Non-DI,Active Member,Michigan Intercol. Ath. Assn.,Michigan Intercol. Ath. Assn.,Non-HBCU,Private,Baccalaureate Colleges,"Alma, MI",www.alma.edu,www.goalmascots.com
Calvin University,Division III,Division III,Non-DI,Active Member,Michigan Intercol. Ath. Assn.,Michigan Intercol. Ath. Assn.,Non-HBCU,Private,Master's Colleges & Universities,"Grand Rapids, MI",calvinknights.com,www.calvin.edu
Davenport University,Division II,Division II,Non-DI,Active Member,Great Lakes Intercollegiate Athletic Conference,Great Lakes Intercollegiate Athletic Conference,Non-HBCU,Private,Master's Colleges & Universities,"Grand Rapids, MI",dupanthers.com/,www.davenport.edu/
Hope College,Division III,Division III,Non-DI,Active Member,Michigan Intercol. Ath. Assn.,Michigan Intercol. Ath. Assn.,Non-HBCU,Private,Baccalaureate Colleges,"Holland, MI",athletics.hope.edu,www.hope.edu
Northwood University,Division II,Division II,Non-DI,Active Member,Great Lakes Intercollegiate Athletic Conference,Great Lakes Intercollegiate Athletic Conference,Non-HBCU,Private,Special Focus Schools,"Midland, MI",gonorthwood.com,www.northwood.edu
Wayne State University (Michigan),Division II,Division II,Non-DI,Active Member,Great Lakes Intercollegiate Athletic Conference,Great Lakes Intercollegiate Athletic Conference,Non-HBCU,Public,Research Universities,"Detroit, MI",www.wayne.edu,www.wsuathletics.com
Eastern Michigan University,Division I,Division I,DI FBS,Active Member,Mid-American Conference,Mid-American Conference,Non-HBCU,Public,Research Universities,"Ypsilanti, MI",www.emich.edu/,www.emueagles.com
University of Michigan,Division I,Division I,DI FBS,Active Member,Big Ten Conference,Big Ten Conference,Non-HBCU,Public,Research Universities,"Ann Arbor, MI",mgoblue.com,www.umich.edu/
Adrian College,Division III,Division III,Non-DI,Active Member,Michigan Intercol. Ath. Assn.,Michigan Intercol. Ath. Assn.,Non-HBCU,Private,Baccalaureate Colleges,"Adrian, MI",www.adrian.edu,www.adrianbulldogs.com
Hillsdale College,Division II,Division II,Non-DI,Active Member,Great Midwest Athletic Conference,Great Midwest Athletic Conference,Non-HBCU,Private,Baccalaureate Colleges,"Hillsdale, MI",www.hillsdale.edu,www.hillsdale.edu/athletics
Albion College,Division III,Division III,Non-DI,Active Member,Michigan Intercol. Ath. Assn.,Michigan Intercol. Ath. Assn.,Non-HBCU,Private,Baccalaureate Colleges,"Albion, MI",www.albion.edu,www.gobrits.com
Olivet College,Division III,Division III,Non-DI,Active Member,Michigan Intercol. Ath. Assn.,Michigan Intercol. Ath. Assn.,Non-HBCU,Private,Baccalaureate Colleges,"Olivet, MI",www.olivetcollege.edu/,www.olivetcomets.com
Kalamazoo College,Division III,Division III,Non-DI,Active Member,Michigan Intercol. Ath. Assn.,Michigan Intercol. Ath. Assn.,Non-HBCU,Private,Baccalaureate Colleges,"Kalamazoo, MI",hornets.kzoo.edu/landing/index,www.kzoo.edu/
Western Michigan University,Division I,Division I,DI FBS,Active Member,Mid-American Conference,Mid-American Conference,Non-HBCU,Public,Research Universities,"Kalamazoo, MI",www.wmich.edu,www.wmubroncos.com
University of Notre Dame,Division I,Division I,DI FBS,Active Member,Atlantic Coast Conference,Atlantic Coast Conference,Non-HBCU,Private,Research Universities,"Notre Dame, IN",www.nd.edu,www.und.com
Valparaiso University,Division I,Division I,DI FCS,Active Member,Missouri Valley Conference,Missouri Valley Conference,Non-HBCU,Private,Research Universities,"Valparaiso, IN",www.valpo.edu/,www.valpoathletics.com
Purdue University,Division I,Division I,DI FBS,Active Member,Big Ten Conference,Big Ten Conference,Non-HBCU,Public,Research Universities,"West Lafayette, IN",www.purdue.edu,www.purduesports.com
Webster University,Division III,Division III,Non-DI,Active Member,St. Louis Intercollegiate Athletic Conference,St. Louis Intercollegiate Athletic Conference,Non-HBCU,Private,Master's Colleges & Universities,"St. Louis, MO",www.webster.edu/,www.websterathletics.com
Northland College,Division III,Division III,Non-DI,Active Member,Upper Midwest Athletic Conference,Upper Midwest Athletic Conference,Non-HBCU,Private,Baccalaureate Colleges,"Ashland, WI",www.northland.edu/,www.northlandcollegesports.com
St. Cloud State University,Division II,Division II,Non-DI,Active Member,Northern Sun Intercollegiate Conference,Northern Sun Intercollegiate Conference,Non-HBCU,Public,Master's Colleges & Universities,"St. Cloud, MN",www.stcloudstate.edu/,www.stcloudstate.edu/athletics
Saint John's University (Minnesota),Division III,Division III,Non-DI,Active Member,Minnesota Intercollegiate Athletic Conference,Minnesota Intercollegiate Athletic Conference,Non-HBCU,Private,Baccalaureate Colleges,"Collegeville, MN",www.csbsju.edu,www.gojohnnies.com
"University of Minnesota, Morris",Division III,Division III,Non-DI,Active Member,Upper Midwest Athletic Conference,Upper Midwest Athletic Conference,Non-HBCU,Public,Baccalaureate Colleges,"Morris, MN",ummcougars.org,www.morris.umn.edu/
"University of Minnesota, Crookston",Division II,Division II,Non-DI,Active Member,Northern Sun Intercollegiate Conference,Northern Sun Intercollegiate Conference,Non-HBCU,Public,Baccalaureate Colleges,"Crookston, MN",www.goldeneaglesports.com/,www.umcrookston.edu
Bemidji State University,Division II,Division II,Non-DI,Active Member,Northern Sun Intercollegiate Conference,Northern Sun Intercollegiate Conference,Non-HBCU,Public,Master's Colleges & Universities,"Bemidji, MN",www.bemidjistate.edu,www.bsubeavers.com
Finlandia University,Division III,Division III,Non-DI,Active Member,American Collegiate Athletic Association,Wisconsin Intercollegiate Athletic Conference,Non-HBCU,Private,Baccalaureate Colleges,"Hancock, MI",www.finlandia.edu,www.fulions.com
University of Minnesota Duluth,Division II,Division II,Non-DI,Active Member,Northern Sun Intercollegiate Conference,Northern Sun Intercollegiate Conference,Non-HBCU,Public,Master's Colleges & Universities,"Duluth, MN",www.d.umn.edu/,www.umdbulldogs.com
The College of St. Scholastica,Division III,Division III,Non-DI,Active Member,Upper Midwest Athletic Conference,Upper Midwest Athletic Conference,Non-HBCU,Private,Research Universities,"Duluth, MN",www.css.edu/,www.csssaints.com
University of Wisconsin-Superior,Division III,Division III,Non-DI,Active Member,Upper Midwest Athletic Conference,Upper Midwest Athletic Conference,Non-HBCU,Public,Baccalaureate Colleges,"Superior, WI",www.uwsuper.edu/,www.uwsyellowjackets.com
